Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,0.7,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,0.9,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,1.1,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,1.1,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,0.7,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,0.7,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,0.6,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,0.7,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,0.9,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,1.1,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,1.2,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,1.3,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,5.9,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,5.8,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,6.5,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,7.6,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,8.9,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,10,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,10.9,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20212023,2023,%,11.4,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,5.5,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,5.5,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,6.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,7.2,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,8.5,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,9.6,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,10.5,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,11.1,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,6.2,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,6.2,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,6.8,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,7.9,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,9.2,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,10.3,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,11.2,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,11.8,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,6.5,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,6.4,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,7.2,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,8.4,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,9.8,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,11,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,11.5,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2023,%,11.7,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,6.1,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,6,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,6.8,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,8,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,9.4,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,10.6,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,11.1,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,11.4,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,6.9,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,6.8,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,7.6,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,8.8,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,10.2,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,11.4,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,11.9,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,12.1,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,5.3,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,5.2,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,5.8,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,6.8,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,8,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,8.9,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,10.3,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2023,%,11.1,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,4.9,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,4.9,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,5.5,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,6.5,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,7.7,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,8.6,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,10,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,10.8,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,5.6,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,5.5,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,6.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,7.1,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,8.3,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,9.2,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,10.6,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,11.5,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,0.1,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,0.1,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,0.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,0.1,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,0.2,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,0.2,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,0.3,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20212023,2023,million No,0.3,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,0.1,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,0.1,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,0.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,0.1,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,0.2,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,0.2,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,0.2,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20212023,2023,million No,0.2,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,0.2,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,0.2,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,0.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,0.2,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,0.2,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,0.3,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,0.3,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20212023,2023,million No,0.3,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20212023,2023,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20212023,2023,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2015-01-01,2017-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2016-01-01,2018-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2017-01-01,2019-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2018-01-01,2020-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2019-01-01,2021-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,<0.1,A,Official estimate integrated with FAO data
LKA,2020-01-01,2022-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,0.1,A,Official estimate integrated with FAO data
LKA,2021-01-01,2023-12-31,38,'144,Sri Lanka,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20212023,2023,million No,0.1,A,Official estimate integrated with FAO data
LKA,2014-01-01,2016-12-31,38,'144,Sri Lanka,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20142016,2016,million No,<0.1,A,Official estimate integrated with FAO data
